round,pool_type,race_no,gender,event_name,age_group_label,world_record,japan_record,meet_record,rank,team_name,combined_age,lane,time_display,time_seconds,is_meet_record,is_japan_record,is_world_record,lap_times
76,短水路,3,女子,4×25mメドレーリレー,320～359歳,,,:,1,松戸,324,2/2,1:47.78,107.78,False,False,False,
76,短水路,3,女子,4×25mメドレーリレー,280～319歳,,,1:19.71,1,葛西,289,4/7,1:26.35,86.35,False,False,False,
76,短水路,3,女子,4×25mメドレーリレー,280～319歳,,,1:19.71,2,天王洲,286,2/6,1:31.00,91.0,False,False,False,
76,短水路,3,女子,4×25mメドレーリレー,280～319歳,,,1:19.71,3,大森,291,4/6,1:32.67,92.67,False,False,False,
76,短水路,3,女子,4×25mメドレーリレー,280～319歳,,,1:19.71,4,松戸,280,3/8,1:33.34,93.34,False,False,False,
76,短水路,3,女子,4×25mメドレーリレー,280～319歳,,,1:19.71,5,二俣川,284,3/3,1:35.63,95.63,False,False,False,
76,短水路,3,女子,4×25mメドレーリレー,280～319歳,,,1:19.71,6,成城,289,3/4,1:36.45,96.45,False,False,False,
76,短水路,3,女子,4×25mメドレーリレー,280～319歳,,,1:19.71,7,慶應日吉,288,1/5,1:36.68,96.68,False,False,False,
76,短水路,3,女子,4×25mメドレーリレー,280～319歳,,,1:19.71,8,戸塚,283,1/4,1:37.15,97.15,False,False,False,
76,短水路,3,女子,4×25mメドレーリレー,280～319歳,,,1:19.71,9,阿佐谷,292,2/5,1:38.46,98.46000000000001,False,False,False,
76,短水路,3,女子,4×25mメドレーリレー,280～319歳,,,1:19.71,10,清瀬,294,2/3,1:39.25,99.25,False,False,False,
76,短水路,3,女子,4×25mメドレーリレー,280～319歳,,,1:19.71,11,クリーンスパ,284,3/5,1:41.92,101.92,False,False,False,
76,短水路,3,女子,4×25mメドレーリレー,280～319歳,,,1:19.71,12,天王洲,285,1/6,1:43.90,103.9,False,False,False,
76,短水路,3,女子,4×25mメドレーリレー,280～319歳,,,1:19.71,13,館山,289,1/3,1:46.44,106.44,False,False,False,
76,短水路,3,女子,4×25mメドレーリレー,240～279歳,,,1:08.57,1,二俣川,247,6/7,1:14.28,74.28,False,False,False,
76,短水路,3,女子,4×25mメドレーリレー,240～279歳,,,1:08.57,2,阿佐谷,241,5/3,1:19.07,79.07,False,False,False,
76,短水路,3,女子,4×25mメドレーリレー,240～279歳,,,1:08.57,3,市ヶ尾,240,5/1,1:22.14,82.14,False,False,False,
76,短水路,3,女子,4×25mメドレーリレー,240～279歳,,,1:08.57,4,成城,250,5/6,1:24.62,84.62,False,False,False,
76,短水路,3,女子,4×25mメドレーリレー,240～279歳,,,1:08.57,5,福生,244,2/4,1:31.06,91.06,False,False,False,
76,短水路,3,女子,4×25mメドレーリレー,240～279歳,,,1:08.57,6,南千住,261,3/2,1:31.59,91.59,False,False,False,
76,短水路,3,女子,4×25mメドレーリレー,240～279歳,,,1:08.57,7,自由が丘,243,4/1,1:34.68,94.68,False,False,False,
76,短水路,3,女子,4×25mメドレーリレー,240～279歳,,,1:08.57,8,慶應日吉,251,3/1,1:37.92,97.92,False,False,False,
76,短水路,3,女子,4×25mメドレーリレー,200～239歳,,,1:06.51,1,越谷,213,5/5,1:10.78,70.78,False,False,False,
76,短水路,3,女子,4×25mメドレーリレー,200～239歳,,,1:06.51,2,自由が丘,211,6/1,1:12.11,72.11,False,False,False,
76,短水路,3,女子,4×25mメドレーリレー,200～239歳,,,1:06.51,3,南千住,223,5/2,1:18.91,78.91,False,False,False,
76,短水路,3,女子,4×25mメドレーリレー,200～239歳,,,1:06.51,4,慶應日吉,221,5/8,1:19.91,79.91,False,False,False,
76,短水路,3,女子,4×25mメドレーリレー,200～239歳,,,1:06.51,5,大宮宮原,228,3/6,1:23.40,83.4,False,False,False,
76,短水路,3,女子,4×25mメドレーリレー,200～239歳,,,1:06.51,6,長津田,216,4/2,1:25.85,85.85,False,False,False,
76,短水路,3,女子,4×25mメドレーリレー,200～239歳,,,1:06.51,7,南行徳,218,3/7,1:28.80,88.8,False,False,False,
76,短水路,3,女子,4×25mメドレーリレー,200～239歳,,,1:06.51,8,蘇我,221,4/8,1:32.44,92.44,False,False,False,
76,短水路,3,女子,4×25mメドレーリレー,160～199歳,,,1:01.39,1,葛西,170,6/3,1:06.58,66.58,False,False,False,
76,短水路,3,女子,4×25mメドレーリレー,160～199歳,,,1:01.39,2,目黒,188,6/5,1:07.20,67.2,False,False,False,
76,短水路,3,女子,4×25mメドレーリレー,160～199歳,,,1:01.39,3,成城,183,6/2,1:08.21,68.21000000000001,False,False,False,
76,短水路,3,女子,4×25mメドレーリレー,160～199歳,,,1:01.39,4,長津田,165,6/6,1:09.27,69.27,False,False,False,
76,短水路,3,女子,4×25mメドレーリレー,160～199歳,,,1:01.39,5,阿佐谷,172,6/8,1:12.64,72.64,False,False,False,
76,短水路,3,女子,4×25mメドレーリレー,160～199歳,,,1:01.39,6,二俣川,169,5/4,1:13.49,73.49,False,False,False,
76,短水路,3,女子,4×25mメドレーリレー,160～199歳,,,1:01.39,7,天王洲,188,4/3,1:14.52,74.52,False,False,False,
76,短水路,3,女子,4×25mメドレーリレー,160～199歳,,,1:01.39,8,大森,197,4/4,1:15.08,75.08,False,False,False,
76,短水路,3,女子,4×25mメドレーリレー,72～119歳,,,59.08,1,二俣川,116,6/4,1:04.60,64.6,False,False,False,
76,短水路,4,男子,4×25mメドレーリレー,280～319歳,,,1:09.92,1,成城,285,1/3,1:17.87,77.87,False,False,False,
76,短水路,4,男子,4×25mメドレーリレー,280～319歳,,,1:09.92,2,おおたか,289,1/2,1:35.05,95.05,False,False,False,
76,短水路,4,男子,4×25mメドレーリレー,240～279歳,,,53.14,1,長津田,253,2/3,1:06.57,66.57,False,False,False,
76,短水路,4,男子,4×25mメドレーリレー,240～279歳,,,53.14,2,阿佐谷,241,3/6,1:07.84,67.84,False,False,False,
76,短水路,4,男子,4×25mメドレーリレー,240～279歳,,,53.14,3,二俣川,246,1/6,1:08.73,68.73,False,False,False,
76,短水路,4,男子,4×25mメドレーリレー,240～279歳,,,53.14,4,葛西,240,2/6,1:09.03,69.03,False,False,False,
76,短水路,4,男子,4×25mメドレーリレー,240～279歳,,,53.14,5,越谷,262,1/5,1:11.82,71.82,False,False,False,
76,短水路,4,男子,4×25mメドレーリレー,200～239歳,,,50.96,1,市ヶ尾,202,3/2,58.59,58.59,False,False,False,
76,短水路,4,男子,4×25mメドレーリレー,200～239歳,,,50.96,2,大宮宮原,204,2/4,59.52,59.52,False,False,False,
76,短水路,4,男子,4×25mメドレーリレー,200～239歳,,,50.96,3,二俣川,202,3/3,1:03.09,63.09,False,False,False,
76,短水路,4,男子,4×25mメドレーリレー,200～239歳,,,50.96,4,おおたか,238,2/7,1:03.27,63.27,False,False,False,
76,短水路,4,男子,4×25mメドレーリレー,200～239歳,,,50.96,5,大森,236,2/2,1:05.58,65.58,False,False,False,
76,短水路,4,男子,4×25mメドレーリレー,200～239歳,,,50.96,6,長津田,220,1/4,1:11.41,71.41,False,False,False,
76,短水路,4,男子,4×25mメドレーリレー,160～199歳,,,49.52,1,阿佐谷,170,4/4,53.28,53.28,False,False,False,
76,短水路,4,男子,4×25mメドレーリレー,160～199歳,,,49.52,2,二俣川,169,4/2,55.72,55.72,False,False,False,
76,短水路,4,男子,4×25mメドレーリレー,160～199歳,,,49.52,3,大森,165,3/7,56.22,56.22,False,False,False,
76,短水路,4,男子,4×25mメドレーリレー,160～199歳,,,49.52,4,慶應日吉,185,3/5,56.87,56.87,False,False,False,
76,短水路,4,男子,4×25mメドレーリレー,160～199歳,,,49.52,5,用賀,166,4/1,57.00,57.0,False,False,False,
