relay_key,swim_order,athlete_name,dive_time,split_display,split_seconds,is_record
77_3_320～359歳_セ・松戸_1,1,八田清子,0.91,44.20,44.2,False
77_3_320～359歳_セ・松戸_1,2,川口栄子,0.25,45.95,45.95,False
77_3_320～359歳_セ・松戸_1,3,須山順子,,51.16,51.16,False
77_3_320～359歳_セ・松戸_1,4,後藤節子,0.86,55.26,55.26,False
77_3_320～359歳_セ・天王洲_2,1,新堀友子,1.54,1:06.76,66.76,False
77_3_320～359歳_セ・天王洲_2,2,平田美佐子,0.41,59.09,59.09,False
77_3_320～359歳_セ・天王洲_2,3,川端淑子,0.33,56.50,56.5,False
77_3_320～359歳_セ・天王洲_2,4,柴田千代子,,55.26,55.26,False
77_3_280～319歳_セ・天王洲_1,1,梅田栄己子(),,43.95,43.95,False
77_3_280～319歳_セ・天王洲_1,2,鬼束洋子,0.72,47.77,47.77,False
77_3_280～319歳_セ・天王洲_1,3,後藤明美,0.84,40.69,40.69,False
77_3_280～319歳_セ・天王洲_1,4,浅野みどり,0.39,41.17,41.17,False
77_3_280～319歳_セ・大森_2,1,富樫博子,1.2,53.01,53.01,False
77_3_280～319歳_セ・大森_2,2,市野克子,0.92,43.81,43.81,False
77_3_280～319歳_セ・大森_2,3,藤井一恵,0.71,45.83,45.83,False
77_3_280～319歳_セ・大森_2,4,井上美佐子,0.45,40.94,40.94,False
77_3_280～319歳_セ・用賀_3,1,佐藤由利子,0.89,46.03,46.03,False
77_3_280～319歳_セ・用賀_3,2,舘野圭子,0.69,55.24,55.24,False
77_3_280～319歳_セ・用賀_3,3,崎山治子,,48.05,48.05,False
77_3_280～319歳_セ・用賀_3,4,捶井泰子,,41.24,41.24,False
77_3_280～319歳_セ・おおたか_4,1,大久保祐美子,0.98,46.13,46.13,False
77_3_280～319歳_セ・おおたか_4,2,田中みみぢ,0.74,50.07,50.07,False
77_3_280～319歳_セ・おおたか_4,3,橋本順子,,57.37,57.37,False
77_3_280～319歳_セ・おおたか_4,4,松永タズヨ,,48.63,48.63,False
77_3_280～319歳_セ・天王洲_5,1,長谷川節子,0.91,53.05,53.05,False
77_3_280～319歳_セ・天王洲_5,2,川島かよ子,,50.86,50.86,False
77_3_280～319歳_セ・天王洲_5,3,寺西寿賀子,0.43,59.06,59.06,False
77_3_280～319歳_セ・天王洲_5,4,櫻田琴,0.44,42.01,42.01,False
77_3_240～279歳_セ・二俣川_1,1,上野真弓,0.9,37.22,37.22,False
77_3_240～279歳_セ・二俣川_1,2,野島久枝,0.44,37.80,37.8,False
77_3_240～279歳_セ・二俣川_1,3,武井麻知子,0.41,37.17,37.17,False
77_3_240～279歳_セ・二俣川_1,4,永瀬秀子,0.32,31.82,31.82,False
77_3_240～279歳_セ・慶應日吉_2,1,田村明美,0.83,40.77,40.77,False
77_3_240～279歳_セ・慶應日吉_2,2,中野朗子,0.69,43.69,43.69,False
77_3_240～279歳_セ・慶應日吉_2,3,井手敦子,0.78,39.93,39.93,False
77_3_240～279歳_セ・慶應日吉_2,4,前畑章子,0.45,34.03,34.03,False
77_3_240～279歳_セ・おおたか_3,1,五十嵐知佐,0.82,37.19,37.19,False
77_3_240～279歳_セ・おおたか_3,2,育村博子,0.56,43.57,43.57,False
77_3_240～279歳_セ・おおたか_3,3,岡村悦子,0.78,42.09,42.09,False
77_3_240～279歳_セ・おおたか_3,4,野崎由美子,0.65,38.60,38.6,False
77_3_240～279歳_セ・成城_4,1,茂櫛典子,0.73,40.79,40.79,False
77_3_240～279歳_セ・成城_4,2,草森理子,0.42,40.58,40.58,False
77_3_240～279歳_セ・成城_4,3,柳沢智子,0.46,45.41,45.41,False
77_3_240～279歳_セ・成城_4,4,田代眞理子,0.36,40.12,40.12,False
77_3_240～279歳_セ・大宮宮原_5,1,西田三佐子,0.8,38.22,38.22,False
77_3_240～279歳_セ・大宮宮原_5,2,臼井希代子,0.54,43.12,43.12,False
77_3_240～279歳_セ・大宮宮原_5,3,関矢秀子,0.48,46.11,46.11,False
77_3_240～279歳_セ・大宮宮原_5,4,坂井慶子,0.41,41.21,41.21,False
77_3_240～279歳_セ・慶應日吉_6,1,山田智子,0.88,41.88,41.88,False
77_3_240～279歳_セ・慶應日吉_6,2,榮真須美,0.95,49.68,49.68,False
77_3_240～279歳_セ・慶應日吉_6,3,原田由美子,0.94,46.17,46.17,False
77_3_240～279歳_セ・慶應日吉_6,4,森谷登志江,0.4,37.96,37.96,False
77_3_240～279歳_セ・上池袋_7,1,黒川慶子,0.9,48.94,48.94,False
77_3_240～279歳_セ・上池袋_7,2,古旗美鈴,0.69,46.33,46.33,False
77_3_240～279歳_セ・上池袋_7,3,上松弘子,0.27,47.92,47.92,False
77_3_240～279歳_セ・上池袋_7,4,窪田久恵,,40.94,40.94,False
77_3_240～279歳_セ・大森_8,1,酒井貴代,0.78,39.28,39.28,False
77_3_240～279歳_セ・大森_8,2,池田真理子,,52.78,52.78,False
77_3_240～279歳_セ・大森_8,3,中島初美,0.71,51.29,51.29,False
77_3_240～279歳_セ・大森_8,4,佐々木政子,0.48,49.65,49.65,False
77_3_240～279歳_セ・南千住_9,1,于亜芝,1.15,54.50,54.5,False
77_3_240～279歳_セ・南千住_9,2,大手佳江,0.63,54.46,54.46,False
77_3_240～279歳_セ・南千住_9,3,原田早苗,,56.18,56.18,False
77_3_240～279歳_セ・南千住_9,4,町田麻里,,38.10,38.1,False
77_3_200～239歳_セ・市ヶ尾_1,1,小山知子,0.91,33.08,33.08,False
77_3_200～239歳_セ・市ヶ尾_1,2,高橋麻子,0.41,34.51,34.51,False
77_3_200～239歳_セ・市ヶ尾_1,3,白須靖子,0.46,37.22,37.22,False
77_3_200～239歳_セ・市ヶ尾_1,4,池田百合子,0.37,29.98,29.98,False
77_3_200～239歳_セ・阿佐谷_2,1,石原なおみ,0.82,35.77,35.77,False
77_3_200～239歳_セ・阿佐谷_2,2,棚網恵理,0.33,35.29,35.29,False
77_3_200～239歳_セ・阿佐谷_2,3,野島正代,0.08,38.32,38.32,False
77_3_200～239歳_セ・阿佐谷_2,4,小野真佐子,-0.02,35.21,35.21,False
77_3_200～239歳_セ・慶應日吉_3,1,RacaruGabriela,0.94,38.88,38.88,False
77_3_200～239歳_セ・慶應日吉_3,2,高見沢ゆみ子,0.31,40.02,40.02,False
77_3_200～239歳_セ・慶應日吉_3,3,鈴木夏実,0.93,42.81,42.81,False
77_3_200～239歳_セ・慶應日吉_3,4,福本麻美,0.53,35.50,35.5,False
77_3_200～239歳_ザバス川崎_4,1,中山翠,0.84,39.05,39.05,False
77_3_200～239歳_ザバス川崎_4,2,伊藤春美,0.29,45.06,45.06,False
77_3_200～239歳_ザバス川崎_4,3,齊藤たか子,0.55,43.78,43.78,False
77_3_200～239歳_ザバス川崎_4,4,川久保ちづる,0.47,39.52,39.52,False
77_3_160～199歳_セ・成城_1,1,羽田文,0.72,33.43,33.43,False
77_3_160～199歳_セ・成城_1,2,森直子,0.37,34.91,34.91,False
77_3_160～199歳_セ・成城_1,3,佐藤洋子,0.42,36.26,36.26,False
77_3_160～199歳_セ・成城_1,4,佐々木彩,0.18,30.54,30.54,False
77_3_160～199歳_セ・二俣川_2,1,前田由希映,0.93,36.52,36.52,False
77_3_160～199歳_セ・二俣川_2,2,松川律子,0.6,35.48,35.48,False
77_3_160～199歳_セ・二俣川_2,3,吉池奈々,0.48,35.97,35.97,False
77_3_160～199歳_セ・二俣川_2,4,草野茜,0.31,34.35,34.35,False
77_3_160～199歳_セ・天王洲_3,1,萩原ゆりか,0.89,36.27,36.27,False
77_3_160～199歳_セ・天王洲_3,2,森内裕子,0.72,41.53,41.53,False
77_3_160～199歳_セ・天王洲_3,3,中辻澄美,0.8,38.89,38.89,False
