round,pool_type,race_no,gender,event_name,age_group_label,world_record,japan_record,meet_record,rank,team_name,combined_age,lane,time_display,time_seconds,is_meet_record,is_japan_record,is_world_record,lap_times
74,短水路,3,女子,4×25mメドレーリレー,320～359歳,,1:26.19,,1,セ・清瀬,328,1/4,1:48.11,108.11,False,False,False,"30.41,58.98,1:25.33"
74,短水路,3,女子,4×25mメドレーリレー,320～359歳,,1:26.19,,2,CS南行徳,322,1/3,1:53.53,113.53,False,False,False,"28.68,1:02.36,1:27.86"
74,短水路,3,女子,4×25mメドレーリレー,280～319歳,,1:16.35,1:19.71,1,セ・葛西,285,2/4,1:22.90,82.9,False,False,False,"22.26,46.82,1:04.81"
74,短水路,3,女子,4×25mメドレーリレー,280～319歳,,1:16.35,1:19.71,2,セ・大森,287,2/5,1:27.07,87.07,False,False,False,"23.72,47.27,1:08.62"
74,短水路,3,女子,4×25mメドレーリレー,280～319歳,,1:16.35,1:19.71,3,セ・天王洲,289,2/2,1:29.44,89.44,False,False,False,"21.43,44.38,1:04.73"
74,短水路,3,女子,4×25mメドレーリレー,280～319歳,,1:16.35,1:19.71,4,セ・おおたか,288,2/3,1:29.59,89.59,False,False,False,"23.70,48.03,1:06.97"
74,短水路,3,女子,4×25mメドレーリレー,280～319歳,,1:16.35,1:19.71,5,セ・松戸,288,2/8,1:33.33,93.33,False,False,False,"24.41,53.74,1:13.56"
74,短水路,3,女子,4×25mメドレーリレー,280～319歳,,1:16.35,1:19.71,6,セ・二俣川,292,2/1,1:34.66,94.66,False,False,False,"26.60,52.39,1:12.47"
74,短水路,3,女子,4×25mメドレーリレー,280～319歳,,1:16.35,1:19.71,7,セ・成城,291,2/6,1:35.04,95.03999999999999,False,False,False,"22.10,51.89,1:14.05"
74,短水路,3,女子,4×25mメドレーリレー,280～319歳,,1:16.35,1:19.71,8,セ・南千住,291,2/7,1:45.36,105.36,False,False,False,"28.58,56.21,1:23.74"
74,短水路,3,女子,4×25mメドレーリレー,280～319歳,,1:16.35,1:19.71,9,セ・我孫子,287,1/5,1:45.38,105.38,False,False,False,"26.29,55.18,1:21.13"
74,短水路,3,女子,4×25mメドレーリレー,280～319歳,,1:16.35,1:19.71,10,セ・我孫子,289,1/6,1:46.17,106.17,False,False,False,"25.28,54.96,1:21.00"
74,短水路,3,女子,4×25mメドレーリレー,240～279歳,,1:07.41,1:08.57,1,セ・二俣川,240,3/4,1:12.96,72.96000000000001,False,False,False,"19.20,41.88,58.71"
74,短水路,3,女子,4×25mメドレーリレー,240～279歳,,1:07.41,1:08.57,2,セ・自由が丘,243,3/3,1:19.65,79.65,False,False,False,"22.16,44.16,1:01.57"
74,短水路,3,女子,4×25mメドレーリレー,240～279歳,,1:07.41,1:08.57,3,セ・成城,253,3/6,1:21.81,81.81,False,False,False,"20.87,42.46,1:03.48"
74,短水路,3,女子,4×25mメドレーリレー,240～279歳,,1:07.41,1:08.57,4,セ・南千住,247,3/7,1:23.78,83.78,False,False,False,"21.96,47.90,1:08.99"
74,短水路,3,女子,4×25mメドレーリレー,240～279歳,,1:07.41,1:08.57,5,クリーンスパ,249,3/2,1:25.59,85.59,False,False,False,"22.32,44.16,1:08.67"
74,短水路,3,女子,4×25mメドレーリレー,240～279歳,,1:07.41,1:08.57,6,セ・上池袋,242,3/8,1:27.37,87.37,False,False,False,"24.32,46.96,1:09.56"
74,短水路,3,女子,4×25mメドレーリレー,240～279歳,,1:07.41,1:08.57,7,セ・清瀬,243,3/1,1:27.80,87.8,False,False,False,"25.29,50.63,1:06.84"
74,短水路,3,女子,4×25mメドレーリレー,240～279歳,,1:07.41,1:08.57,8,セ・おおたか,249,4/2,1:34.80,94.8,False,False,False,"26.30,49.02,1:13.50"
74,短水路,3,女子,4×25mメドレーリレー,200～239歳,,59.74,1:06.51,1,セ・千葉みなと,213,5/4,1:09.51,69.51,False,False,False,"22.40,38.35,54.79"
74,短水路,3,女子,4×25mメドレーリレー,200～239歳,,59.74,1:06.51,2,セ・阿佐谷,206,5/5,1:09.85,69.85,False,False,False,"17.65,38.11,56.49"
74,短水路,3,女子,4×25mメドレーリレー,200～239歳,,59.74,1:06.51,3,セ・市ヶ尾,200,5/6,1:12.00,72.0,False,False,False,"22.00,42.05,57.07"
74,短水路,3,女子,4×25mメドレーリレー,200～239歳,,59.74,1:06.51,4,セ・清瀬,226,5/2,1:12.86,72.86,False,False,False,"17.87,39.10,56.84"
74,短水路,3,女子,4×25mメドレーリレー,200～239歳,,59.74,1:06.51,5,セ・成城,223,5/3,1:13.29,73.28999999999999,False,False,False,"21.12,42.10,58.36"
74,短水路,3,女子,4×25mメドレーリレー,200～239歳,,59.74,1:06.51,6,セ・越谷,215,5/7,1:16.51,76.51,False,False,False,"19.13,42.11,59.46"
74,短水路,3,女子,4×25mメドレーリレー,200～239歳,,59.74,1:06.51,7,セ・大森,202,5/8,1:17.80,77.8,False,False,False,"17.55,41.08,58.95"
74,短水路,3,女子,4×25mメドレーリレー,200～239歳,,59.74,1:06.51,8,セ・二俣川,207,5/1,1:19.50,79.5,False,False,False,"18.21,41.35,59.37"
74,短水路,3,女子,4×25mメドレーリレー,200～239歳,,59.74,1:06.51,9,セ・目黒,207,4/3,1:35.07,95.07,False,False,False,"22.70,55.24,1:12.24"
74,短水路,3,女子,4×25mメドレーリレー,200～239歳,,59.74,1:06.51,10,CS南行徳,239,4/4,1:35.18,95.18,False,False,False,"21.46,49.41,1:14.01"
74,短水路,3,女子,4×25mメドレーリレー,200～239歳,,59.74,1:06.51,11,セ・蘇我,235,4/6,1:36.52,96.52000000000001,False,False,False,"26.70,49.24,1:13.84"
74,短水路,3,女子,4×25mメドレーリレー,200～239歳,,59.74,1:06.51,12,セ・目黒,232,4/5,1:39.37,99.37,False,False,False,"20.07,54.03,1:23.86"
74,短水路,3,女子,4×25mメドレーリレー,160～199歳,,56.72,1:01.39,1,セ・葛西,198,6/4,1:06.73,66.73,False,False,False,"17.72,36.90,51.05"
74,短水路,3,女子,4×25mメドレーリレー,160～199歳,,56.72,1:01.39,2,セ・茂原,162,6/2,1:11.32,71.32,False,False,False,"14.84,36.80,53.04"
74,短水路,3,女子,4×25mメドレーリレー,160～199歳,,56.72,1:01.39,3,セ・二俣川,166,6/3,1:12.49,72.49,False,False,False,"19.40,44.87,58.34"
74,短水路,3,女子,4×25mメドレーリレー,160～199歳,,56.72,1:01.39,4,セ・上池袋,189,6/1,1:25.19,85.19,False,False,False,"21.99,52.67,1:10.92"
74,短水路,3,女子,4×25mメドレーリレー,120～159歳,,54.53,1:00.87,1,セ・成城,129,6/5,1:01.99,61.99,False,False,False,"15.96,34.05,48.24"
74,短水路,3,女子,4×25mメドレーリレー,120～159歳,,54.53,1:00.87,2,セ・慶應日吉,145,6/6,1:03.01,63.01,False,False,False,"15.60,34.50,48.98"
74,短水路,3,女子,4×25mメドレーリレー,120～159歳,,54.53,1:00.87,3,セ・長津田,148,6/7,1:12.29,72.28999999999999,False,False,False,"15.42,32.26,55.16"
74,短水路,3,女子,4×25mメドレーリレー,72～119歳,,53.72,59.08,1,セ・二俣川,99,6/8,1:06.65,66.65,False,False,False,"19.40,36.76,51.17"
74,短水路,4,男子,4×25mメドレーリレー,280～319歳,,1:02.47,1:09.92,1,セ・我孫子,289,1/5,1:14.59,74.59,False,False,False,"19.84,38.03,56.70"
74,短水路,4,男子,4×25mメドレーリレー,280～319歳,,1:02.47,1:09.92,2,セ・清瀬,286,1/4,1:18.79,78.78999999999999,False,False,False,"18.77,40.66,1:02.69"
74,短水路,4,男子,4×25mメドレーリレー,280～319歳,,1:02.47,1:09.92,3,セ・慶應日吉,284,1/1,1:31.33,91.33,False,False,False,"28.51,53.43,1:12.70"
74,短水路,4,男子,4×25mメドレーリレー,280～319歳,,1:02.47,1:09.92,4,セ・南千住,303,1/2,1:32.96,92.96000000000001,False,False,False,"26.26,54.45,1:15.68"
