relay_key,swim_order,athlete_name,dive_time,split_display,split_seconds,is_record
74_3_320～359歳_セ・清瀬_1,1,金子孝子,,30.41,30.41,False
74_3_320～359歳_セ・清瀬_1,2,手塚泰子,,28.57,28.57,False
74_3_320～359歳_セ・清瀬_1,3,鈴木洋子,,26.35,26.35,False
74_3_320～359歳_セ・清瀬_1,4,森京子,,22.78,22.78,False
74_3_320～359歳_CS南行徳_2,1,御手洗ヨシ,,28.68,28.68,False
74_3_320～359歳_CS南行徳_2,2,小森和子,,33.68,33.68,False
74_3_320～359歳_CS南行徳_2,3,岡田まり子,,25.50,25.5,False
74_3_320～359歳_CS南行徳_2,4,福澤チヅ子,,25.67,25.67,False
74_3_280～319歳_セ・葛西_1,1,松村恵子,,22.26,22.26,False
74_3_280～319歳_セ・葛西_1,2,小澤優子,,24.56,24.56,False
74_3_280～319歳_セ・葛西_1,3,大山恵子,,17.99,17.99,False
74_3_280～319歳_セ・葛西_1,4,青砥美智子,,18.09,18.09,False
74_3_280～319歳_セ・大森_2,1,藤井一恵,,23.72,23.72,False
74_3_280～319歳_セ・大森_2,2,井上美佐子,,23.55,23.55,False
74_3_280～319歳_セ・大森_2,3,市野克子,,21.35,21.35,False
74_3_280～319歳_セ・大森_2,4,室谷晴江,,18.45,18.45,False
74_3_280～319歳_セ・天王洲_3,1,後藤明美,,21.43,21.43,False
74_3_280～319歳_セ・天王洲_3,2,櫻田琴,,22.95,22.95,False
74_3_280～319歳_セ・天王洲_3,3,浅野みどり,,20.35,20.35,False
74_3_280～319歳_セ・天王洲_3,4,平田美佐子,,24.71,24.71,False
74_3_280～319歳_セ・おおたか_4,1,山地多佳子,,23.70,23.7,False
74_3_280～319歳_セ・おおたか_4,2,肴村博子,,24.33,24.33,False
74_3_280～319歳_セ・おおたか_4,3,岩崎良子,,18.94,18.94,False
74_3_280～319歳_セ・おおたか_4,4,田中もみち,,22.62,22.62,False
74_3_280～319歳_セ・松戸_5,1,相澤史子,,24.41,24.41,False
74_3_280～319歳_セ・松戸_5,2,若松はる子,,29.33,29.33,False
74_3_280～319歳_セ・松戸_5,3,森本美恵,,19.82,19.82,False
74_3_280～319歳_セ・松戸_5,4,八田清子,,19.77,19.77,False
74_3_280～319歳_セ・二俣川_6,1,吉見一江,,26.60,26.6,False
74_3_280～319歳_セ・二俣川_6,2,小沢邦恵,,25.79,25.79,False
74_3_280～319歳_セ・二俣川_6,3,近藤ひな子,,20.08,20.08,False
74_3_280～319歳_セ・二俣川_6,4,武藤治子,,22.19,22.19,False
74_3_280～319歳_セ・二俣川_6,2,/6,,,,False
74_3_280～319歳_セ・成城_7,1,吉野治子,,22.10,22.1,False
74_3_280～319歳_セ・成城_7,2,上田寿美子,,29.79,29.79,False
74_3_280～319歳_セ・成城_7,3,草森理子,,22.16,22.16,False
74_3_280～319歳_セ・成城_7,4,栗林眞知子,,20.99,20.99,False
74_3_280～319歳_セ・南千住_8,1,原田早苗,,28.58,28.58,False
74_3_280～319歳_セ・南千住_8,2,大手佳江,,27.63,27.63,False
74_3_280～319歳_セ・南千住_8,3,山村昌子,,27.53,27.53,False
74_3_280～319歳_セ・南千住_8,4,于亜芝,,21.62,21.62,False
74_3_280～319歳_セ・我孫子_9,1,仲岡輝,,26.29,26.29,False
74_3_280～319歳_セ・我孫子_9,2,渋谷照代,,28.89,28.89,False
74_3_280～319歳_セ・我孫子_9,3,伊藤秀子,,25.95,25.95,False
74_3_280～319歳_セ・我孫子_9,4,石川和子,,24.25,24.25,False
74_3_280～319歳_セ・我孫子_10,1,大久保祐美子,,25.28,25.28,False
74_3_280～319歳_セ・我孫子_10,2,木村恵,,29.68,29.68,False
74_3_280～319歳_セ・我孫子_10,3,小野洋子,,26.04,26.04,False
74_3_280～319歳_セ・我孫子_10,4,安部澄子,,25.17,25.17,False
74_3_240～279歳_セ・二俣川_1,1,鈴木亜抄子,,19.20,19.2,False
74_3_240～279歳_セ・二俣川_1,2,盛田真規子,,22.68,22.68,False
74_3_240～279歳_セ・二俣川_1,3,武井麻知子,,16.83,16.83,False
74_3_240～279歳_セ・二俣川_1,4,永瀬秀子,,14.25,14.25,False
74_3_240～279歳_セ・自由が丘_2,1,神保清美,,22.16,22.16,False
74_3_240～279歳_セ・自由が丘_2,2,ダン典子,,22.00,22.0,False
74_3_240～279歳_セ・自由が丘_2,3,生田目則子,,17.41,17.41,False
74_3_240～279歳_セ・自由が丘_2,4,石井恵津,,18.08,18.08,False
74_3_240～279歳_セ・成城_3,1,松田聡美,,20.87,20.87,False
74_3_240～279歳_セ・成城_3,2,高梨美樹,,21.59,21.59,False
74_3_240～279歳_セ・成城_3,3,井本豊子,,21.02,21.02,False
74_3_240～279歳_セ・成城_3,4,柳沢智子,,18.33,18.33,False
74_3_240～279歳_セ・南千住_4,1,山本由起子,,21.96,21.96,False
74_3_240～279歳_セ・南千住_4,2,古宇田淳子,,25.94,25.94,False
74_3_240～279歳_セ・南千住_4,3,下川喜美枝,,21.09,21.09,False
74_3_240～279歳_セ・南千住_4,4,杉本浩美,,14.79,14.79,False
74_3_240～279歳_セ・南千住_4,3,/6,,,,False
74_3_240～279歳_クリーンスパ_5,1,江幡菜穂子,,22.32,22.32,False
74_3_240～279歳_クリーンスパ_5,2,酒井寿美恵,,21.84,21.84,False
74_3_240～279歳_クリーンスパ_5,3,渡辺米子,,24.51,24.51,False
74_3_240～279歳_クリーンスパ_5,4,森川佳余子,,16.92,16.92,False
74_3_240～279歳_セ・上池袋_6,1,上松弘子,,24.32,24.32,False
74_3_240～279歳_セ・上池袋_6,2,磯村麻衣子,,22.64,22.64,False
74_3_240～279歳_セ・上池袋_6,3,古旗美鈴,,22.60,22.6,False
74_3_240～279歳_セ・上池袋_6,4,加藤美保,,17.81,17.81,False
74_3_240～279歳_セ・清瀬_7,1,鶴本年子,,25.29,25.29,False
74_3_240～279歳_セ・清瀬_7,2,多田美帆,,25.34,25.34,False
74_3_240～279歳_セ・清瀬_7,3,大黒明日香,,16.21,16.21,False
74_3_240～279歳_セ・清瀬_7,4,馬場悦子,,20.96,20.96,False
74_3_240～279歳_セ・おおたか_8,1,高橋眞弓,,26.30,26.3,False
74_3_240～279歳_セ・おおたか_8,2,佐藤晶子,,22.72,22.72,False
74_3_240～279歳_セ・おおたか_8,3,馬場栄子,,24.48,24.48,False
74_3_240～279歳_セ・おおたか_8,4,田村加代子,,21.30,21.3,False
74_3_200～239歳_セ・千葉みなと_1,1,鈴木公江,,22.40,22.4,False
74_3_200～239歳_セ・千葉みなと_1,2,片岡祥子,,15.95,15.95,False
74_3_200～239歳_セ・千葉みなと_1,3,小谷佐織,,16.44,16.44,False
74_3_200～239歳_セ・千葉みなと_1,4,年岡仁美,,14.72,14.72,False
74_3_200～239歳_セ・阿佐谷_2,1,遠藤真理,,17.65,17.65,False
74_3_200～239歳_セ・阿佐谷_2,2,石原なおみ,,20.46,20.46,False
74_3_200～239歳_セ・阿佐谷_2,3,野島正代,,18.38,18.38,False
74_3_200～239歳_セ・阿佐谷_2,4,吉原望美,,13.36,13.36,False
74_3_200～239歳_セ・市ヶ尾_3,1,北瀬あづさ,,22.00,22.0,False
74_3_200～239歳_セ・市ヶ尾_3,2,白須靖子,,20.05,20.05,False
74_3_200～239歳_セ・市ヶ尾_3,3,綿貫麻衣子,,15.02,15.02,False
74_3_200～239歳_セ・市ヶ尾_3,4,高橋麻子,,14.93,14.93,False
74_3_200～239歳_セ・清瀬_4,1,大橋ほづ美,,17.87,17.87,False
74_3_200～239歳_セ・清瀬_4,2,田中貴子,,21.23,21.23,False
74_3_200～239歳_セ・清瀬_4,3,岡田眞弓,,17.74,17.74,False
74_3_200～239歳_セ・清瀬_4,4,大槻真由美,,16.02,16.02,False
74_3_200～239歳_セ・清瀬_4,4,/6,,,,False
74_3_200～239歳_セ・成城_5,1,牧田雅美,,21.12,21.12,False
74_3_200～239歳_セ・成城_5,2,佐藤洋子,,20.98,20.98,False
74_3_200～239歳_セ・成城_5,3,仲田久美子,,16.26,16.26,False
74_3_200～239歳_セ・成城_5,4,大川晴美,,14.93,14.93,False
74_3_200～239歳_セ・越谷_6,1,石田良子,,19.13,19.13,False
74_3_200～239歳_セ・越谷_6,2,太田初美,,22.98,22.98,False
74_3_200～239歳_セ・越谷_6,3,山田末紗子,,17.35,17.35,False
74_3_200～239歳_セ・越谷_6,4,細沼悦子,,17.05,17.05,False
74_3_200～239歳_セ・大森_7,1,浅尾有香,,17.55,17.55,False
74_3_200～239歳_セ・大森_7,2,小林名緒子,,23.53,23.53,False
74_3_200～239歳_セ・大森_7,3,髙島典子,,17.87,17.87,False
74_3_200～239歳_セ・大森_7,4,森信子,,18.85,18.85,False
74_3_200～239歳_セ・二俣川_8,1,川村佳代子,,18.21,18.21,False
74_3_200～239歳_セ・二俣川_8,2,前田由希映,,23.14,23.14,False
74_3_200～239歳_セ・二俣川_8,3,吉池奈々,,18.02,18.02,False
74_3_200～239歳_セ・二俣川_8,4,川口幸代,,20.13,20.13,False
74_3_200～239歳_セ・目黒_9,1,李鎬善,,22.70,22.7,False
74_3_200～239歳_セ・目黒_9,2,安藤麻子,,32.54,32.54,False
74_3_200～239歳_セ・目黒_9,3,池田智子,,17.00,17.0,False
74_3_200～239歳_セ・目黒_9,4,斉藤靖子,,22.83,22.83,False
74_3_200～239歳_CS南行徳_10,1,平林由美,,21.46,21.46,False
74_3_200～239歳_CS南行徳_10,2,矢島きよえ,,27.95,27.95,False
74_3_200～239歳_CS南行徳_10,3,大野祐子,,24.60,24.6,False
74_3_200～239歳_CS南行徳_10,4,恩田眞紀,,21.17,21.17,False
74_3_200～239歳_セ・蘇我_11,1,奥野郁子,,26.70,26.7,False
74_3_200～239歳_セ・蘇我_11,2,増子保子,,22.54,22.54,False
74_3_200～239歳_セ・蘇我_11,3,奈良佳枝,,24.60,24.6,False
74_3_200～239歳_セ・蘇我_11,4,中村清美,,22.68,22.68,False
74_3_200～239歳_セ・目黒_12,1,米倉公美,,20.07,20.07,False
74_3_200～239歳_セ・目黒_12,2,大浜南海江,,33.96,33.96,False
74_3_200～239歳_セ・目黒_12,3,村上二三子,,29.83,29.83,False
74_3_200～239歳_セ・目黒_12,4,水上真衣,,15.51,15.51,False
74_3_160～199歳_セ・葛西_1,1,原田佳子,,17.72,17.72,False
74_3_160～199歳_セ・葛西_1,2,関本みすぎ,,19.18,19.18,False
74_3_160～199歳_セ・葛西_1,3,青木梨緒,,14.15,14.15,False
74_3_160～199歳_セ・葛西_1,4,羽山恵津子,,15.68,15.68,False
74_3_160～199歳_セ・茂原_2,1,岡澤志織,,14.84,14.84,False
74_3_160～199歳_セ・茂原_2,2,岡澤美咲,,21.96,21.96,False
74_3_160～199歳_セ・茂原_2,3,村田由里子,,16.24,16.24,False
74_3_160～199歳_セ・茂原_2,4,大塚弘子,,18.28,18.28,False
74_3_160～199歳_セ・二俣川_3,1,草野茜,,19.40,19.4,False
74_3_160～199歳_セ・二俣川_3,2,松川律子,,25.47,25.47,False
74_3_160～199歳_セ・二俣川_3,3,日吉麻夏,,13.47,13.47,False
74_3_160～199歳_セ・二俣川_3,4,長瀬涼佳,,14.15,14.15,False
74_3_160～199歳_セ・上池袋_4,1,長田寿江,,21.99,21.99,False
74_3_160～199歳_セ・上池袋_4,2,黒川慶子,,30.68,30.68,False
74_3_160～199歳_セ・上池袋_4,3,岩井千絵,,18.25,18.25,False
74_3_160～199歳_セ・上池袋_4,4,遠藤桃,,14.27,14.27,False
74_3_120～159歳_セ・成城_1,1,仲田笑美,,15.96,15.96,False
74_3_120～159歳_セ・成城_1,2,羽田文,,18.09,18.09,False
74_3_120～159歳_セ・成城_1,3,広瀬幸音,,14.19,14.19,False
74_3_120～159歳_セ・成城_1,4,中畑眸,,13.75,13.75,False
74_3_120～159歳_セ・慶應日吉_2,1,相戸百瑛,,15.60,15.6,False
74_3_120～159歳_セ・慶應日吉_2,2,前畑章子,,18.90,18.9,False
74_3_120～159歳_セ・慶應日吉_2,3,宮本八重,,14.48,14.48,False
74_3_120～159歳_セ・慶應日吉_2,4,松廣花月,,14.03,14.03,False
74_3_120～159歳_セ・長津田_3,1,吉村華余,,15.42,15.42,False
74_3_120～159歳_セ・長津田_3,2,宍戸萌,,16.84,16.84,False
74_3_120～159歳_セ・長津田_3,3,久保美由紀,,22.90,22.9,False
74_3_120～159歳_セ・長津田_3,4,久保かおり,,17.13,17.13,False
74_3_72～119歳_セ・二俣川_1,1,松本彩花,,19.40,19.4,False
74_3_72～119歳_セ・二俣川_1,2,志賀菜々美,,17.36,17.36,False
74_3_72～119歳_セ・二俣川_1,3,岩倉柚,,14.41,14.41,False
74_3_72～119歳_セ・二俣川_1,4,深堀陽子,,15.48,15.48,False
74_3_72～119歳_セ・二俣川_1,1,/4,,,,False
74_4_280～319歳_セ・我孫子_1,1,鈴木幹男,,19.84,19.84,False
74_4_280～319歳_セ・我孫子_1,2,山梨英克,,18.19,18.19,False
74_4_280～319歳_セ・我孫子_1,3,益子正人,,18.67,18.67,False
74_4_280～319歳_セ・我孫子_1,4,佐々木侑,,17.89,17.89,False
74_4_280～319歳_セ・清瀬_2,1,吉澤隆,,18.77,18.77,False
74_4_280～319歳_セ・清瀬_2,2,高附直樹,,21.89,21.89,False
74_4_280～319歳_セ・清瀬_2,3,前川敏夫,,22.03,22.03,False
74_4_280～319歳_セ・清瀬_2,4,小山三千生,,16.10,16.1,False
74_4_280～319歳_セ・慶應日吉_3,1,山本勝,,28.51,28.51,False
74_4_280～319歳_セ・慶應日吉_3,2,泉保央,,24.92,24.92,False
74_4_280～319歳_セ・慶應日吉_3,3,堀越雅之,,19.27,19.27,False
74_4_280～319歳_セ・慶應日吉_3,4,小田稔,,18.63,18.63,False
74_4_280～319歳_セ・南千住_4,1,吉川光雄,,26.26,26.26,False
74_4_280～319歳_セ・南千住_4,2,池田道彦,,28.19,28.19,False
74_4_280～319歳_セ・南千住_4,3,山田幸男,,21.23,21.23,False
74_4_280～319歳_セ・南千住_4,4,山村茂,,17.28,17.28,False
74_4_280～319歳_セ・越谷_5,1,田中信夫,,22.83,22.83,False
74_4_280～319歳_セ・越谷_5,2,今修二,,20.73,20.73,False
74_4_280～319歳_セ・越谷_5,3,椎野正敏,,27.25,27.25,False
74_4_280～319歳_セ・越谷_5,4,竹島正明,,22.68,22.68,False
74_4_240～279歳_セ・阿佐谷_1,1,吉村進,,19.42,19.42,False
74_4_240～279歳_セ・阿佐谷_1,2,北川貴義,,15.91,15.91,False
74_4_240～279歳_セ・阿佐谷_1,3,吉原一彦,,14.93,14.93,False
74_4_240～279歳_セ・阿佐谷_1,4,田村好弘,,14.49,14.49,False
74_4_240～279歳_セ・二俣川_2,1,水谷博之,,18.24,18.24,False
74_4_240～279歳_セ・二俣川_2,2,若島健二,,20.53,20.53,False
74_4_240～279歳_セ・二俣川_2,3,香川左近,,17.72,17.72,False
74_4_240～279歳_セ・二俣川_2,4,入江潤,,13.75,13.75,False
