relay_key,swim_order,athlete_name,dive_time,split_display,split_seconds,is_record
75_3_320～359歳_セ・松戸_1,1,八田清子,,45.00,45.0,False
75_3_320～359歳_セ・松戸_1,2,須山順子,,50.55,50.55,False
75_3_320～359歳_セ・松戸_1,3,川口栄子,,43.45,43.45,False
75_3_320～359歳_セ・松戸_1,4,馬渡厚子,,57.24,57.24,False
75_3_320～359歳_セ・天王洲_2,1,新堀友子,,56.85,56.85,False
75_3_320～359歳_セ・天王洲_2,2,川端淑子,,54.41,54.41,False
75_3_320～359歳_セ・天王洲_2,3,平田美佐子,,56.52,56.52,False
75_3_320～359歳_セ・天王洲_2,4,柴田千代子,,58.09,58.09,False
75_3_280～319歳_セ・大森_1,1,立石由美子,,39.85,39.85,False
75_3_280～319歳_セ・大森_1,2,藤井一恵,,42.61,42.61,False
75_3_280～319歳_セ・大森_1,3,室谷晴江,,44.44,44.44,False
75_3_280～319歳_セ・大森_1,4,井上美佐子,,39.51,39.51,False
75_3_280～319歳_セ・柏_2,1,柴崎徳子,,42.57,42.57,False
75_3_280～319歳_セ・柏_2,2,木澤杲子,,44.51,44.51,False
75_3_280～319歳_セ・柏_2,3,長野愛子,,47.81,47.81,False
75_3_280～319歳_セ・柏_2,4,浅浦礼子,,43.25,43.25,False
75_3_280～319歳_セ・おおたか_3,1,五十嵐知佐,,37.43,37.43,False
75_3_280～319歳_セ・おおたか_3,2,田中もみぢ,,50.89,50.89,False
75_3_280～319歳_セ・おおたか_3,3,松永タズヨ,,50.95,50.95,False
75_3_280～319歳_セ・おおたか_3,4,山地多佳子,,45.39,45.39,False
75_3_280～319歳_セ・戸塚_4,1,福田加代子,,49.93,49.93,False
75_3_280～319歳_セ・戸塚_4,2,菅和江,,46.05,46.05,False
75_3_280～319歳_セ・戸塚_4,3,太田拓江,,49.93,49.93,False
75_3_280～319歳_セ・戸塚_4,4,菅井道子,,45.88,45.88,False
75_3_280～319歳_セ・天王洲_5,1,梅田栄己子,,43.51,43.51,False
75_3_280～319歳_セ・天王洲_5,2,川島かよ子,,48.18,48.18,False
75_3_280～319歳_セ・天王洲_5,3,寺西寿賀子,,57.40,57.4,False
75_3_280～319歳_セ・天王洲_5,4,長谷川節子,,53.19,53.19,False
75_3_240～279歳_セ・二俣川_1,1,永瀬秀子,,32.70,32.7,False
75_3_240～279歳_セ・二俣川_1,2,野島久枝,,37.79,37.79,False
75_3_240～279歳_セ・二俣川_1,3,中野裕子,,38.48,38.48,False
75_3_240～279歳_セ・二俣川_1,4,武井麻知子,,36.52,36.52,False
75_3_240～279歳_セ・成城_2,1,仲田久美子,,34.41,34.41,False
75_3_240～279歳_セ・成城_2,2,松田聡美,,41.80,41.8,False
75_3_240～279歳_セ・成城_2,3,草森理子,,41.90,41.9,False
75_3_240～279歳_セ・成城_2,4,高梨美樹,,38.19,38.19,False
75_3_240～279歳_ザバス鶴見_3,1,太田温子,,39.68,39.68,False
75_3_240～279歳_ザバス鶴見_3,2,岩崎真弓,,36.24,36.24,False
75_3_240～279歳_ザバス鶴見_3,3,藤枝康子,,39.11,39.11,False
75_3_240～279歳_ザバス鶴見_3,4,竹田正美,,41.48,41.48,False
75_3_240～279歳_セ・二俣川_4,1,矢部直美,,42.44,42.44,False
75_3_240～279歳_セ・二俣川_4,2,堀口三恵子,,45.51,45.51,False
75_3_240～279歳_セ・二俣川_4,3,奥寺容子,,36.17,36.17,False
75_3_240～279歳_セ・二俣川_4,4,川村佳代子,,34.93,34.93,False
75_3_240～279歳_セ・成瀬_5,1,米澤美智子,,40.40,40.4,False
75_3_240～279歳_セ・成瀬_5,2,篠倉有美,,37.58,37.58,False
75_3_240～279歳_セ・成瀬_5,3,久松葉子,,44.28,44.28,False
75_3_240～279歳_セ・成瀬_5,4,中平信子,,38.18,38.18,False
75_3_240～279歳_セ・成城_6,1,伊藤ゆかり,,40.50,40.5,False
75_3_240～279歳_セ・成城_6,2,柳沢智子,,42.46,42.46,False
75_3_240～279歳_セ・成城_6,3,田代眞理子,,38.73,38.73,False
75_3_240～279歳_セ・成城_6,4,茂櫛典子,,40.49,40.49,False
75_3_240～279歳_セ・おおたか_7,1,野崎由美子,,39.78,39.78,False
75_3_240～279歳_セ・おおたか_7,2,佐藤晶子,,41.51,41.51,False
75_3_240～279歳_セ・おおたか_7,3,大久保祐美子,,41.59,41.59,False
75_3_240～279歳_セ・おおたか_7,4,育村博子,,42.59,42.59,False
75_3_240～279歳_セ・阿佐谷_8,1,近藤みゆき,,48.69,48.69,False
75_3_240～279歳_セ・阿佐谷_8,2,近藤則子,,37.14,37.14,False
75_3_240～279歳_セ・阿佐谷_8,3,野島正代,,38.33,38.33,False
75_3_240～279歳_セ・阿佐谷_8,4,宮田ひとみ,,41.85,41.85,False
75_3_240～279歳_セ・天王洲_9,1,小宮山美芽,,45.69,45.69,False
75_3_240～279歳_セ・天王洲_9,2,櫻田琴,,42.37,42.37,False
75_3_240～279歳_セ・天王洲_9,3,森内裕子,,43.48,43.48,False
75_3_240～279歳_セ・天王洲_9,4,浅野みどり,,39.06,39.06,False
75_3_240～279歳_セ・天王洲_9,3,/5,,,,False
75_3_200～239歳_セ・千葉みなと_1,1,片岡祥子,,30.14,30.14,False
75_3_200～239歳_セ・千葉みなと_1,2,小谷佐織,,32.62,32.62,False
75_3_200～239歳_セ・千葉みなと_1,3,唐鎌典子,,33.28,33.28,False
75_3_200～239歳_セ・千葉みなと_1,4,年岡仁美,,33.77,33.77,False
75_3_200～239歳_セ・松戸_2,1,バーンズ智絵,,33.08,33.08,False
75_3_200～239歳_セ・松戸_2,2,菅野泰子,,35.01,35.01,False
75_3_200～239歳_セ・松戸_2,3,八尋加苗,,34.15,34.15,False
75_3_200～239歳_セ・松戸_2,4,青木華世子,,36.89,36.89,False
75_3_200～239歳_セ・市ヶ尾_3,1,池田百合子,,29.48,29.48,False
75_3_200～239歳_セ・市ヶ尾_3,2,白須靖子,,37.16,37.16,False
75_3_200～239歳_セ・市ヶ尾_3,3,北瀬あづさ,,45.02,45.02,False
75_3_200～239歳_セ・市ヶ尾_3,4,高橋麻子,,34.04,34.04,False
75_3_200～239歳_ザバス鶴見_4,1,沖田奈々美,,36.66,36.66,False
75_3_200～239歳_ザバス鶴見_4,2,小林弘子,,37.14,37.14,False
75_3_200～239歳_ザバス鶴見_4,3,佐伯康子,,36.93,36.93,False
75_3_200～239歳_ザバス鶴見_4,4,田村美香子,,36.91,36.91,False
75_3_200～239歳_セ・清瀬_5,1,大橋ほづ美,,36.51,36.51,False
